worker_no,exclude,item1,item2,item3,chosen_item,isrepeat,RT
114,0,furnace,metal detector,pizza,furnace,0,3195
114,0,canister,file,hammer,canister,0,1868
114,0,bench,tea,dice,dice,0,1519
114,0,jet,candelabra,mistletoe,mistletoe,1,4043
114,0,tuba,bumper,candelabra,bumper,0,2113
114,0,hammer,bookshelf,metal detector,hammer,0,4323
114,0,clothes,metal detector,coaster,clothes,0,2435
114,0,mistletoe,bag,trigger,bag,1,4216
114,0,clothes,flagpole,headphones,clothes,0,1823
114,0,plaster cast,pizza,bench,pizza,0,1681
114,0,furnace,bucket,beaver,beaver,0,3800
114,0,canister,drain,macadamia,canister,0,1893
114,0,trigger,dice,camera,dice,0,4485
114,0,chariot,tuba,knob,tuba,0,4763
114,0,doormat,macadamia,music box,macadamia,0,6722
114,0,laptop,file,bowler hat,file,1,1289
114,0,furnace,turban,laptop,turban,0,2585
114,0,bench,doormat,headphones,bench,0,3798
114,0,music box,toolbox,rolling pin,rolling pin,0,2302
114,0,headphones,bumper,pizza,pizza,0,3555
114,0,music box,turban,table,turban,0,3141
114,0,punching bag,furnace,telegraph,telegraph,0,1634
114,0,bag,hammer,headphones,bag,1,1856
114,0,punching bag,doormat,tiara,tiara,1,2615
114,0,jet,washcloth,punching bag,washcloth,0,1430
114,0,pizza,mistletoe,bookshelf,bookshelf,0,1577
114,0,beaver,trigger,punching bag,beaver,1,1582
114,0,rudder,flagpole,clothes,clothes,0,2214
114,0,coaster,drain,doormat,doormat,0,1638
114,0,bag,music box,flagpole,music box,0,3272
114,0,tuba,table,jet,jet,0,2920
114,0,music box,tiara,telegraph,tiara,0,2302
114,0,furnace,mistletoe,hopscotch,mistletoe,0,2458
114,0,bucket,canister,tuba,canister,0,2537
114,0,hammer,punching bag,canvas,hammer,0,1119
114,0,table,canister,tiara,canister,0,2089
114,0,jet,trophy,furnace,jet,0,3823
114,0,navel,clothes,tea,tea,0,1864
114,0,tuba,coaster,hopscotch,tuba,0,2954
114,0,canister,camera,pizza,canister,0,2537
114,0,navel,candelabra,beaver,beaver,0,2864
114,0,tiara,toolbox,beaver,beaver,0,1543
114,0,mistletoe,plaster cast,trophy,mistletoe,0,1907
114,0,pizza,punching bag,dice,punching bag,0,2294
114,0,file,headphones,tea,file,0,3140
114,0,coaster,furnace,bowler hat,furnace,0,1950
114,0,bench,knob,chariot,bench,0,1402
114,0,beaver,camera,bag,bag,0,4180
114,0,punching bag,table,hopscotch,table,0,1604
114,0,drain,bench,trophy,drain,0,4951
114,0,telegraph,jet,beaver,jet,0,1244
114,0,navel,bookshelf,macadamia,bookshelf,0,3172
114,0,doormat,toolbox,metal detector,metal detector,0,1406
114,0,dice,canvas,canister,dice,0,2169
114,0,bowler hat,bag,rolling pin,rolling pin,0,1579
114,0,drain,flagpole,bumper,flagpole,0,2287
114,0,trophy,washcloth,coaster,washcloth,0,2677
114,0,metal detector,washcloth,table,washcloth,0,1628
114,0,hammer,navel,turban,hammer,0,2395
114,0,jet,candelabra,mistletoe,jet,1,3031
114,0,flagpole,rolling pin,trigger,rolling pin,1,1504
114,0,camera,bookshelf,coaster,bookshelf,0,2269
114,0,rudder,tuba,toolbox,toolbox,0,1855
114,0,doormat,mistletoe,rudder,rudder,0,2347
114,0,beaver,hammer,bench,beaver,0,2741
114,0,canvas,canister,bookshelf,canister,0,2482
114,0,bookshelf,furnace,flagpole,bookshelf,0,2011
114,0,telegraph,flagpole,chariot,chariot,0,4009
114,0,macadamia,chariot,coaster,chariot,1,1721
114,0,bench,toolbox,bucket,bucket,1,1791
114,0,dice,bag,knob,bag,0,1658
115,0,bowler hat,doormat,plaster cast,doormat,1,4163
115,0,drain,rudder,plaster cast,drain,0,2329
115,0,trophy,mistletoe,canvas,canvas,0,3918
115,0,tape measure,beaver,chariot,tape measure,0,1870
115,0,coaster,tape measure,turban,turban,0,2197
115,0,turban,canvas,plaster cast,canvas,0,1490
115,0,table,file,hopscotch,hopscotch,0,1929
115,0,rolling pin,clothes,bumper,bumper,0,2728
115,0,flagpole,pizza,bench,pizza,0,1957
115,0,knob,beaver,tiara,beaver,1,1799
115,0,tea,turban,canister,turban,0,1820
115,0,doormat,washcloth,coaster,washcloth,0,2189
115,0,bucket,knob,tea,bucket,0,1887
115,0,headphones,mistletoe,toolbox,mistletoe,0,2095
115,0,canvas,canister,bag,canvas,0,1975
115,0,mistletoe,hammer,drain,drain,0,2941
115,0,hopscotch,canvas,coaster,coaster,0,3350
115,0,bench,music box,beaver,beaver,0,1274
115,0,bowler hat,tape measure,knob,tape measure,0,1819
115,0,tape measure,bag,tuba,bag,0,2432
115,0,furnace,clothes,bucket,clothes,0,2533
115,0,canister,bench,drain,drain,0,1681
115,0,bucket,camera,hammer,hammer,1,1725
115,0,drain,toolbox,hopscotch,toolbox,0,3202
115,0,tea,hammer,jet,tea,0,2075
115,0,table,bag,flagpole,bag,0,1469
115,0,pizza,file,knob,file,0,2113
115,0,beaver,canvas,tarantula,canvas,0,1493
115,0,table,pizza,canvas,pizza,0,1773
115,0,rolling pin,metal detector,beaver,beaver,0,2133
115,0,rudder,jet,dice,jet,0,1608
115,0,tarantula,tea,chariot,tea,1,1680
115,0,clothes,flagpole,navel,navel,0,3247
115,0,tape measure,toolbox,furnace,furnace,0,2009
115,0,music box,rolling pin,rudder,music box,0,2086
115,0,toolbox,beaver,turban,turban,0,1548
115,0,dice,metal detector,navel,navel,0,1388
115,0,coaster,mistletoe,knob,coaster,0,1726
115,0,plaster cast,mistletoe,hopscotch,plaster cast,0,2603
115,0,bag,laptop,clothes,laptop,1,1575
115,0,canvas,doormat,bumper,bumper,0,1475
115,0,bag,washcloth,bowler hat,bowler hat,0,2337
115,0,headphones,pizza,dice,pizza,0,3026
115,0,candelabra,macadamia,flagpole,macadamia,0,1325
115,0,knob,bookshelf,hammer,bookshelf,0,1314
115,0,bag,headphones,furnace,headphones,1,1994
115,0,macadamia,music box,furnace,macadamia,0,1258
115,0,flagpole,rolling pin,tape measure,flagpole,0,1403
115,0,pizza,bowler hat,tarantula,tarantula,0,1453
115,0,rudder,furnace,camera,camera,0,2118
115,0,flagpole,bucket,trophy,bucket,0,2154
115,0,tea,trigger,metal detector,tea,0,3100
115,0,toolbox,navel,knob,navel,1,1822
115,0,chariot,coaster,tuba,chariot,0,2545
115,0,tarantula,toolbox,doormat,tarantula,1,1092
115,0,bookshelf,file,telegraph,bookshelf,0,2078
115,0,turban,trophy,rudder,rudder,0,1914
115,0,trophy,camera,navel,navel,1,1602
115,0,tarantula,bumper,tuba,tarantula,0,1902
115,0,punching bag,tiara,trigger,trigger,0,1232
115,0,trigger,candelabra,knob,trigger,0,5142
115,0,tuba,trigger,canvas,trigger,0,1587
115,0,telegraph,trophy,rolling pin,trophy,0,3882
115,0,hammer,flagpole,canister,flagpole,0,2372
115,0,dice,hopscotch,knob,knob,0,1986
115,0,candelabra,headphones,bowler hat,headphones,0,1692
115,0,tape measure,camera,laptop,tape measure,0,1711
115,0,candelabra,tape measure,jet,candelabra,0,2365
115,0,knob,jet,washcloth,washcloth,0,2399
115,0,camera,clothes,tarantula,tarantula,1,1887
115,0,pizza,canvas,candelabra,pizza,0,1899
115,0,hammer,bag,metal detector,metal detector,0,3080
115,0,bag,chariot,knob,chariot,0,2166
115,0,bucket,table,doormat,bucket,0,3385
115,0,metal detector,candelabra,bookshelf,metal detector,0,2806
115,0,plaster cast,tiara,toolbox,plaster cast,0,2293
115,0,jet,furnace,telegraph,furnace,0,1964
115,0,drain,trophy,tea,drain,0,2501
115,0,canister,rudder,beaver,beaver,0,2787
115,0,bench,knob,canvas,bench,0,2258
115,0,file,tarantula,trophy,tarantula,0,1285
115,0,clothes,music box,trigger,clothes,0,2065
115,0,candelabra,trigger,rolling pin,candelabra,0,1345
115,0,knob,tuba,flagpole,flagpole,0,2344
115,0,hammer,rudder,pizza,pizza,0,2041
115,0,tiara,bowler hat,tuba,tuba,0,2044
115,0,plaster cast,tarantula,knob,tarantula,0,2324
115,0,turban,telegraph,table,turban,1,3333
115,0,trophy,furnace,plaster cast,plaster cast,0,2774
115,0,laptop,candelabra,hopscotch,hopscotch,0,3265
115,0,bench,macadamia,bag,macadamia,0,1534
115,0,pizza,candelabra,beaver,beaver,0,1591
115,0,jet,flagpole,trophy,flagpole,0,2851
115,0,washcloth,mistletoe,pizza,pizza,1,1539
115,0,chariot,headphones,washcloth,headphones,0,3014
115,0,music box,bag,toolbox,bag,1,1791
115,0,hammer,hopscotch,tea,tea,0,3230
115,0,laptop,tarantula,pizza,tarantula,0,1874
115,0,tea,rolling pin,navel,navel,1,1275
115,0,turban,tiara,washcloth,washcloth,0,5648
115,0,navel,mistletoe,music box,navel,1,1200
115,0,hammer,punching bag,bumper,bumper,0,1371
115,0,hopscotch,rolling pin,music box,hopscotch,0,1322
115,0,coaster,dice,flagpole,flagpole,0,1997
115,0,punching bag,camera,tea,tea,0,2538
115,0,trigger,bookshelf,turban,turban,0,1557
115,0,bumper,table,tea,tea,0,1518
115,0,washcloth,tea,candelabra,tea,0,2713
115,0,bowler hat,jet,music box,music box,0,4949
115,0,tarantula,furnace,hammer,tarantula,0,2234
115,0,chariot,bucket,music box,bucket,1,1703
115,0,turban,bench,hammer,turban,1,1718
115,0,jet,coaster,clothes,coaster,0,6167
115,0,macadamia,laptop,knob,macadamia,0,2742
115,0,washcloth,plaster cast,clothes,plaster cast,0,1577
115,0,bookshelf,coaster,pizza,bookshelf,0,1590
115,0,beaver,drain,coaster,beaver,0,3693
115,0,file,mistletoe,rolling pin,mistletoe,1,1713
115,0,clothes,laptop,bag,laptop,1,2729
115,0,chariot,dice,bench,bench,0,1464
115,0,pizza,washcloth,mistletoe,washcloth,1,2335
115,0,plaster cast,trigger,canister,plaster cast,0,1589
115,0,bag,beaver,tea,beaver,0,2238
115,0,hammer,tape measure,file,tape measure,0,5604
115,0,bumper,mistletoe,laptop,mistletoe,0,2059
115,0,toolbox,candelabra,bench,toolbox,0,1867
115,0,punching bag,bookshelf,drain,drain,0,3294
115,0,canvas,hammer,toolbox,canvas,0,4825
115,0,metal detector,jet,turban,jet,0,2126
115,0,telegraph,plaster cast,hammer,plaster cast,1,1707
115,0,bookshelf,camera,toolbox,bookshelf,0,1917
115,0,trigger,tarantula,hopscotch,tarantula,0,3290
115,0,candelabra,clothes,trophy,trophy,1,1526
115,0,trophy,beaver,furnace,beaver,0,2471
115,0,macadamia,chariot,table,table,0,1344
115,0,navel,table,laptop,navel,0,3772
115,0,washcloth,tarantula,bench,tarantula,0,1983
115,0,tuba,beaver,file,beaver,0,2068
115,0,rudder,bookshelf,tuba,rudder,0,1518
115,0,tiara,furnace,metal detector,furnace,0,2882
115,0,headphones,rolling pin,knob,rolling pin,0,3301
115,0,tuba,tiara,camera,tiara,0,3169
115,0,clothes,punching bag,chariot,clothes,0,3504
115,0,rudder,telegraph,canvas,canvas,0,2216
115,0,navel,tiara,tarantula,tarantula,0,2859
115,0,bucket,coaster,headphones,bucket,1,1943
115,0,toolbox,rudder,tea,tea,0,2349
115,0,knob,metal detector,table,table,0,2359
115,0,furnace,bookshelf,dice,furnace,0,4020
115,0,telegraph,plaster cast,hammer,plaster cast,1,1788
115,0,trophy,tape measure,washcloth,tape measure,0,1525
115,0,navel,candelabra,file,navel,0,3421
115,0,rudder,file,bag,bag,0,2314
115,0,plaster cast,camera,coaster,plaster cast,0,3198
115,0,headphones,furnace,trigger,furnace,0,981
115,0,dice,tape measure,mistletoe,dice,0,1114
115,0,beaver,flagpole,bookshelf,beaver,0,1117
115,0,rudder,clothes,knob,rudder,0,1618
115,0,tape measure,headphones,mistletoe,headphones,0,1920
115,0,pizza,canister,music box,music box,0,1486
115,0,canvas,dice,clothes,canvas,0,2542
115,0,hammer,punching bag,headphones,headphones,0,1337
115,0,camera,telegraph,macadamia,macadamia,1,1664
115,0,mistletoe,candelabra,rudder,rudder,0,2292
115,0,toolbox,bowler hat,trophy,toolbox,0,1687
115,0,camera,chariot,turban,chariot,0,1696
115,0,file,coaster,trigger,coaster,0,1731
115,0,telegraph,clothes,bench,telegraph,1,2400
115,0,coaster,canister,metal detector,metal detector,0,2242
115,0,tarantula,rudder,punching bag,rudder,0,2035
115,0,navel,knob,toolbox,navel,1,2991
115,0,furnace,tea,coaster,tea,0,1804
115,0,hammer,bucket,camera,camera,1,1611
115,0,file,tiara,flagpole,flagpole,0,1430
115,0,trigger,laptop,trophy,trophy,0,2241
115,0,mistletoe,turban,macadamia,macadamia,0,1813
115,0,hammer,clothes,metal detector,clothes,0,1419
115,0,furnace,mistletoe,bench,mistletoe,0,1652
115,0,headphones,beaver,plaster cast,beaver,0,1370
115,0,hopscotch,metal detector,telegraph,telegraph,0,2182
115,0,dice,bucket,metal detector,bucket,0,3075
115,0,coaster,hopscotch,navel,navel,0,1570
115,0,bucket,coaster,headphones,bucket,1,1902
115,0,bench,hammer,turban,turban,1,1962
115,0,trigger,doormat,tape measure,doormat,0,1490
115,0,punching bag,coaster,bag,bag,0,1847
115,0,table,bench,plaster cast,plaster cast,0,1734
115,0,furnace,drain,chariot,drain,0,1339
115,0,furnace,washcloth,file,washcloth,0,2270
115,0,flagpole,mistletoe,metal detector,flagpole,0,1355
115,0,jet,hopscotch,beaver,beaver,0,1306
115,0,washcloth,bucket,telegraph,telegraph,0,1982
115,0,bumper,macadamia,rudder,macadamia,0,3105
115,0,macadamia,telegraph,camera,macadamia,1,2119
115,0,knob,doormat,punching bag,doormat,0,1747
115,0,hammer,trigger,dice,hammer,0,2513
115,0,tiara,plaster cast,bucket,plaster cast,0,1342
115,0,bench,metal detector,bumper,bumper,0,1298
115,0,bowler hat,hopscotch,furnace,furnace,0,2686
115,0,laptop,rolling pin,furnace,laptop,1,1626
115,0,toolbox,canister,telegraph,canister,0,1852
115,0,navel,bench,jet,navel,0,2514
115,0,music box,bag,toolbox,bag,1,2403
115,0,bag,pizza,camera,camera,0,1386
115,0,trigger,bumper,bag,bag,0,1331
115,0,tuba,mistletoe,bucket,tuba,0,1991
115,0,dice,camera,candelabra,camera,0,3676
115,0,hopscotch,canister,washcloth,washcloth,0,1511
115,0,bucket,punching bag,pizza,punching bag,0,3562
115,0,doormat,navel,furnace,doormat,0,1717
115,0,telegraph,tea,laptop,laptop,0,1207
115,0,tiara,bookshelf,mistletoe,bookshelf,0,2289
115,0,headphones,bench,rudder,headphones,0,1431
115,0,beaver,navel,bumper,beaver,0,1653
115,0,navel,clothes,turban,navel,0,1346
115,0,bookshelf,bowler hat,music box,bowler hat,0,2842
115,0,hammer,macadamia,tuba,macadamia,0,1088
115,0,pizza,bumper,drain,drain,0,859
115,0,hammer,trophy,chariot,trophy,0,1580
115,0,metal detector,rudder,doormat,doormat,0,3093
115,0,metal detector,punching bag,toolbox,punching bag,0,2302
115,0,rudder,trigger,flagpole,flagpole,0,1467
115,0,canvas,punching bag,furnace,canvas,0,1766
115,0,candelabra,music box,doormat,doormat,0,1595
115,0,hammer,rolling pin,tiara,tiara,0,1987
115,0,navel,headphones,drain,navel,0,2055
115,0,washcloth,trigger,toolbox,washcloth,0,2632
115,0,headphones,furnace,bag,bag,1,1641
115,0,bowler hat,chariot,rudder,rudder,0,2157
115,0,turban,hopscotch,tuba,tuba,0,1617
115,0,tuba,laptop,plaster cast,plaster cast,1,1758
115,0,music box,knob,bumper,knob,1,3229
115,0,candelabra,plaster cast,chariot,candelabra,0,1512
115,0,jet,tiara,headphones,tiara,0,4457
115,0,plaster cast,macadamia,tea,plaster cast,0,1736
115,0,headphones,tape measure,metal detector,headphones,0,2590
115,0,punching bag,drain,turban,punching bag,0,1936
115,0,tuba,dice,tea,tea,0,1651
115,0,camera,headphones,table,table,0,1792
115,0,jet,macadamia,bookshelf,macadamia,0,4440
115,0,chariot,navel,canister,navel,0,2258
115,0,bucket,toolbox,bowler hat,bowler hat,1,1521
115,0,rolling pin,navel,tea,navel,1,1689
115,0,bucket,toolbox,bowler hat,bowler hat,1,974
115,0,file,tea,macadamia,macadamia,0,1724
115,0,trophy,plaster cast,knob,plaster cast,0,1968
115,0,bag,rolling pin,bucket,bucket,1,2641
115,0,telegraph,bag,knob,telegraph,0,1827
115,0,laptop,tiara,chariot,laptop,0,2192
115,0,plaster cast,bag,navel,navel,0,2105
115,0,tea,doormat,pizza,doormat,0,2094
115,0,beaver,camera,bowler hat,beaver,0,1709
115,0,bumper,chariot,flagpole,chariot,0,2007
115,0,knob,flagpole,turban,turban,0,1727
115,0,music box,turban,file,turban,0,1783
115,0,file,bumper,headphones,file,0,2541
115,0,table,bowler hat,trigger,trigger,1,1320
115,0,pizza,hopscotch,clothes,pizza,0,1602
115,0,rolling pin,canister,macadamia,macadamia,0,2251
115,0,macadamia,beaver,bucket,beaver,0,1658
115,0,telegraph,turban,table,turban,1,2070
115,0,tea,bowler hat,tiara,tea,0,2319
115,0,telegraph,mistletoe,chariot,mistletoe,0,1780
115,0,chariot,jet,trigger,trigger,1,2320
115,0,laptop,headphones,canister,canister,0,2284
115,0,camera,jet,mistletoe,mistletoe,0,1533
115,0,camera,music box,canvas,canvas,0,3452
115,0,trophy,bag,tiara,bag,0,1336
115,0,bumper,hopscotch,bucket,bumper,0,1134
115,0,tarantula,music box,tape measure,tarantula,0,1235
115,0,tea,bench,tape measure,tape measure,0,1464
115,0,laptop,hammer,coaster,laptop,0,1545
115,0,drain,plaster cast,tape measure,tape measure,0,2123
115,0,file,bucket,laptop,laptop,0,1706
115,0,metal detector,plaster cast,music box,plaster cast,0,1985
115,0,file,toolbox,clothes,clothes,0,2268
115,0,music box,telegraph,tiara,tiara,0,1927
115,0,bag,tarantula,dice,tarantula,0,1932
115,0,trophy,macadamia,doormat,doormat,1,2807
115,0,flagpole,toolbox,laptop,flagpole,0,1354
115,0,tea,bookshelf,clothes,tea,0,1636
115,0,tarantula,macadamia,metal detector,tarantula,0,2000
115,0,macadamia,toolbox,rolling pin,macadamia,0,1924
115,0,jet,bucket,drain,drain,0,1460
115,0,punching bag,file,dice,dice,0,1630
115,0,beaver,tiara,knob,beaver,1,2557
115,0,music box,flagpole,tea,tea,0,1755
115,0,candelabra,telegraph,coaster,coaster,0,1753
115,0,hopscotch,flagpole,camera,hopscotch,0,1806
115,0,drain,tuba,doormat,tuba,0,4381
115,0,tuba,bowler hat,metal detector,metal detector,0,1348
115,0,trigger,macadamia,pizza,trigger,0,1630
115,0,table,furnace,tape measure,furnace,0,2066
115,0,bag,jet,candelabra,jet,0,1639
115,0,tuba,trophy,table,table,0,1968
115,0,macadamia,headphones,hopscotch,hopscotch,0,1943
115,0,canister,bucket,bookshelf,bucket,0,1769
115,0,canister,dice,trophy,dice,0,1707
115,0,doormat,music box,dice,doormat,0,1848
115,0,bowler hat,tuba,canister,bowler hat,1,3095
115,0,dice,drain,telegraph,drain,0,1677
115,0,drain,flagpole,tarantula,tarantula,0,1641
115,0,washcloth,bumper,camera,washcloth,0,1699
115,0,hopscotch,chariot,doormat,doormat,0,2443
115,0,drain,metal detector,washcloth,washcloth,0,1653
115,0,drain,tiara,candelabra,drain,0,1913
115,0,trigger,table,bowler hat,table,1,1501
115,0,coaster,music box,table,table,0,2102
115,0,tuba,headphones,clothes,clothes,0,2002
115,0,bench,tuba,punching bag,bench,0,2647
115,0,pizza,chariot,toolbox,toolbox,0,1524
115,0,music box,trophy,headphones,music box,0,1580
115,0,rudder,navel,bucket,navel,0,3092
115,0,flagpole,doormat,headphones,headphones,0,1681
115,0,mistletoe,bowler hat,clothes,clothes,0,1959
115,0,clothes,tarantula,camera,clothes,1,2089
115,0,metal detector,canvas,laptop,canvas,0,4488
115,0,table,tiara,canister,table,0,1857
115,0,doormat,jet,canister,jet,0,3102
115,0,plaster cast,bowler hat,doormat,doormat,1,2166
115,0,furnace,turban,pizza,pizza,0,2156
115,0,mistletoe,tea,punching bag,tea,0,1754
115,0,turban,rolling pin,doormat,turban,0,1482
115,0,punching bag,hopscotch,trophy,hopscotch,0,1791
115,0,trophy,pizza,metal detector,pizza,0,1622
115,0,navel,bookshelf,punching bag,navel,0,2113
115,0,telegraph,bowler hat,bumper,bowler hat,0,1855
115,0,tape measure,tiara,pizza,pizza,0,3521
115,0,bowler hat,drain,file,bowler hat,0,1187
115,0,toolbox,bumper,coaster,coaster,0,1700
115,0,rolling pin,laptop,furnace,furnace,1,1779
115,0,mistletoe,punching bag,table,table,0,2853
115,0,macadamia,trophy,doormat,macadamia,1,1779
115,0,laptop,punching bag,jet,jet,0,1515
115,0,rolling pin,clothes,coaster,clothes,0,1514
115,0,tiara,bench,tuba,tuba,0,1539
115,0,file,mistletoe,rolling pin,mistletoe,1,1806
115,0,beaver,hammer,doormat,beaver,0,2374
115,0,coaster,tarantula,rolling pin,tarantula,0,2554
115,0,telegraph,laptop,doormat,doormat,0,2727
115,0,bench,clothes,telegraph,clothes,1,1779
115,0,macadamia,punching bag,washcloth,punching bag,0,2049
115,0,clothes,doormat,tiara,doormat,0,1605
115,0,doormat,tarantula,toolbox,toolbox,1,1544
115,0,file,canister,camera,file,0,1406
115,0,camera,canister,knob,camera,0,1630
115,0,bowler hat,bench,laptop,bench,0,2409
115,0,rolling pin,bag,bucket,bag,1,3025
115,0,turban,bumper,candelabra,turban,0,2230
115,0,tea,file,plaster cast,plaster cast,0,3266
115,0,bag,turban,drain,turban,0,1952
115,0,turban,bucket,headphones,bucket,0,3186
115,0,trigger,mistletoe,beaver,mistletoe,0,1933
115,0,table,candelabra,hammer,candelabra,0,2114
115,0,beaver,laptop,rudder,beaver,0,2310
115,0,tarantula,jet,table,tarantula,0,2441
115,0,trigger,chariot,jet,chariot,1,2164
115,0,bumper,canister,furnace,bumper,0,2367
115,0,canvas,washcloth,navel,navel,0,2630
115,0,plaster cast,pizza,telegraph,plaster cast,0,2447
115,0,trigger,bench,bucket,trigger,0,2554
115,0,rolling pin,jet,pizza,jet,0,1883
115,0,bumper,trophy,bookshelf,bookshelf,0,2029
115,0,washcloth,dice,beaver,beaver,0,1369
115,0,knob,drain,furnace,knob,0,1793
115,0,tea,headphones,canvas,tea,0,1790
115,0,bookshelf,plaster cast,rolling pin,rolling pin,0,3359
115,0,bucket,tape measure,canvas,canvas,0,3091
115,0,chariot,metal detector,file,chariot,0,4754
115,0,tarantula,headphones,bookshelf,tarantula,0,2193
115,0,laptop,tuba,plaster cast,plaster cast,1,2655
115,0,washcloth,punching bag,flagpole,washcloth,0,2639
115,0,macadamia,navel,tape measure,navel,0,1332
115,0,bowler hat,turban,punching bag,punching bag,0,1572
115,0,canvas,file,jet,jet,0,1894
115,0,doormat,table,bookshelf,bookshelf,0,1706
115,0,drain,punching bag,rolling pin,punching bag,0,1505
115,0,mistletoe,bag,doormat,doormat,0,1322
115,0,bowler hat,tuba,canister,tuba,1,1869
115,0,pizza,tuba,navel,navel,0,1834
115,0,bench,coaster,trophy,coaster,0,1470
115,0,plaster cast,telegraph,candelabra,plaster cast,0,3901
115,0,canvas,chariot,rolling pin,canvas,0,2783
115,0,dice,laptop,turban,turban,0,1700
115,0,telegraph,trigger,navel,navel,0,2252
115,0,washcloth,laptop,bookshelf,laptop,0,1541
115,0,music box,mistletoe,navel,navel,1,2020
115,0,bookshelf,canvas,drain,drain,0,1425
115,0,music box,bucket,chariot,chariot,1,1299
115,0,music box,hammer,washcloth,washcloth,0,1527
115,0,plaster cast,jet,bumper,plaster cast,0,1476
115,0,telegraph,flagpole,tuba,flagpole,0,2200
115,0,furnace,flagpole,plaster cast,plaster cast,0,1354
115,0,bench,bookshelf,chariot,chariot,0,1819
115,0,music box,tuba,punching bag,punching bag,0,1484
115,0,clothes,tape measure,canister,clothes,0,1254
115,0,tarantula,mistletoe,canister,tarantula,0,2166
115,0,bumper,bookshelf,tape measure,bookshelf,0,1773
115,0,camera,metal detector,doormat,doormat,0,1514
115,0,headphones,beaver,telegraph,beaver,0,1160
115,0,bowler hat,coaster,macadamia,macadamia,0,2039
115,0,furnace,candelabra,tuba,furnace,0,2249
115,0,canister,punching bag,candelabra,punching bag,0,1364
115,0,trigger,drain,camera,drain,0,2321
115,0,table,washcloth,rudder,rudder,0,1794
115,0,drain,clothes,macadamia,macadamia,0,1493
115,0,turban,telegraph,tarantula,tarantula,0,1497
115,0,bag,hopscotch,bookshelf,bookshelf,0,2794
115,0,trophy,candelabra,clothes,trophy,1,1503
115,0,chariot,tea,tarantula,tarantula,1,1646
115,0,rolling pin,washcloth,tuba,washcloth,0,3276
115,0,table,toolbox,dice,table,0,1313
115,0,laptop,music box,drain,drain,0,1227
115,0,table,clothes,beaver,beaver,0,1975
115,0,plaster cast,beaver,punching bag,beaver,0,3582
115,0,drain,table,rolling pin,rolling pin,0,1544
115,0,bumper,dice,tiara,tiara,0,2133
115,0,hopscotch,rudder,tape measure,rudder,0,1711
115,0,punching bag,tape measure,telegraph,punching bag,0,1461
115,0,canvas,bowler hat,flagpole,flagpole,0,1927
115,0,candelabra,bucket,tarantula,tarantula,0,1506
115,0,tiara,rudder,coaster,rudder,0,1378
115,0,bench,doormat,file,doormat,0,1694
115,0,plaster cast,macadamia,dice,macadamia,0,2362
115,0,knob,bumper,music box,knob,1,1456
115,0,toolbox,tuba,jet,jet,0,1436
115,0,tiara,macadamia,canvas,macadamia,0,2254
115,0,hopscotch,tiara,bench,hopscotch,0,1823
115,0,navel,hammer,bowler hat,navel,0,2186
115,0,dice,bowler hat,rolling pin,bowler hat,0,2908
115,0,camera,bench,rolling pin,bench,0,1941
115,0,navel,trophy,camera,navel,1,1035
116,0,punching bag,rolling pin,coaster,punching bag,0,6704
116,0,washcloth,hammer,macadamia,hammer,1,1595
116,0,metal detector,bumper,knob,bumper,0,3045
116,0,trigger,clothes,tape measure,clothes,0,2061
116,0,macadamia,hammer,washcloth,hammer,1,1447
116,0,trophy,hopscotch,music box,hopscotch,1,5917
116,0,washcloth,headphones,tape measure,washcloth,0,2969
116,0,mistletoe,telegraph,canister,telegraph,0,3220
116,0,camera,mistletoe,bench,camera,0,3538
116,0,bowler hat,canister,bench,bowler hat,0,3645
116,0,telegraph,tiara,trophy,telegraph,0,4222
116,0,candelabra,tea,plaster cast,candelabra,0,4710
116,0,navel,pizza,bag,navel,1,3024
116,0,drain,headphones,macadamia,headphones,1,2922
116,0,bench,navel,file,navel,0,3559
116,0,mistletoe,bookshelf,hammer,mistletoe,0,2982
116,0,metal detector,rudder,bookshelf,metal detector,0,1918
116,0,dice,trophy,bowler hat,dice,0,1914
116,0,bookshelf,trigger,telegraph,bookshelf,0,1625
116,0,rolling pin,dice,beaver,beaver,0,1656
116,0,beaver,trophy,metal detector,beaver,0,1123
116,0,bench,tarantula,plaster cast,tarantula,0,1904
116,0,flagpole,bench,macadamia,macadamia,1,1734
116,0,bag,trigger,tea,trigger,1,2924
116,0,camera,flagpole,navel,navel,0,3246
116,0,tiara,music box,canister,canister,1,3265
116,0,dice,flagpole,bookshelf,flagpole,0,4228
116,0,tarantula,camera,bumper,camera,0,3063
116,0,camera,tiara,macadamia,macadamia,0,2965
116,0,knob,bucket,doormat,knob,0,8299
116,0,candelabra,headphones,bucket,bucket,0,4228
116,0,tape measure,navel,tiara,navel,1,1083
116,0,canister,plaster cast,furnace,furnace,0,4348
116,0,canvas,table,hopscotch,hopscotch,0,2348
116,0,chariot,bag,bench,bag,1,3096
116,0,jet,flagpole,hopscotch,hopscotch,0,1606
116,0,tuba,file,tape measure,tuba,0,1728
116,0,coaster,clothes,canvas,clothes,0,2765
116,0,headphones,mistletoe,file,mistletoe,1,1357
116,0,trigger,washcloth,plaster cast,trigger,0,2430
116,0,bag,dice,hammer,hammer,0,3429
116,0,navel,metal detector,punching bag,navel,0,2441
116,0,bookshelf,plaster cast,clothes,plaster cast,0,1888
